 0.5172429276E+03,-0.2913278189E+01,-0.3147323004E+01
 0.5701038121E+03,-0.3511940645E+01,-0.3551319774E+01
 0.6264488077E+03,-0.3807390522E+01,-0.3795861296E+01
 0.6863891095E+03,-0.3890000000E+01,-0.3887339974E+01
 0.7500359124E+03,-0.3825028207E+01,-0.3835948062E+01
 0.8175004116E+03,-0.3660893825E+01,-0.3656011599E+01
 0.8888938020E+03,-0.3432499738E+01,-0.3366334506E+01
